 Region,CultureGroup,MacroPolity,PolID,Predecessor,Successor,Contested.1yr,Reign.Number.predecessor,Start.reign.predecessor,End.reign.Transition,Overturn,Assassination.Predecessor,Intra.elite,Military.revolt,Popular.uprising,Separatist.rebellion,External.invasion,External.interference,Conflict.name,Description,References,Zotero.URL
Upper Egypt,Pharaonic_Egypt,Middle Kingdom,EgMidKg,Wegaf / Khutawyra,Sobekhotep II / Sekhemra-khutawy,U*,1,-1773,U*,U*,U*,U*,U*,U*,U*,A,U*,,"Thirteenth Dynasty: 'the new dynasty was made up of different lineages, and the question of how the king might have been chosen is unresolved' (Callender 2000, 159). Callender (2000, 168) does tell us that the first ruler, Wegaf, was 'usurped by Neferhotep I' (presumably the same ruler as Neferhotep II in Shaw's chronology), but other sources (e.g. Clayton 1994, 90) list different rulers as Wegaf's successor, so there is disagreement.","(Shaw 2000) Shaw, Ian. 2000. “Chronology.” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 480–89. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/48FRNB9P $ (Morby and Rozier 2014) Morby, John E., and Charlie Rozier. 2014. Dynasties of the World. 2nd ed., online edition. Oxford: Oxford University Press. DOI: 10.1093/acref/9780191780073.001.0001. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/3C5IVS6E $ (Clayton 1994, 90-91) Clayton, Peter A. 1994. Chronicle of the Pharaohs: The Reign-by-Reign Record of the Rulers and Dynasties of Ancient Egypt. London: Thames and Hudson. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/N9DP44W9 $ (Callender 2000, 159, 168) Callender, Gae. 2000. “The Middle Kingdom Renaissance (2055-1650 BC).” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 148–83. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/N5PCARXM.",
Upper Egypt,Pharaonic_Egypt,Middle Kingdom,EgMidKg,Sobekhotep II / Sekhemra-khutawy,Iykhernefert Neferhotep / Sankhtawy-sekhemra,U*,1,U*,U*,U*,U*,U*,U*,U*,U*,A,U*,,"The chronology of the Thirteenth Dynasty is 'hard to ascertain' due to paucity of evidence (Clayton 1994, 91), and we know little about these rulers. We have Shaw's (2000) chronology of the order of names which does not have concrete dates. The rules of succession are not understood: 'the new dynasty was made up of different lineages, and the question of how the king might have been chosen is unresolved' (Callender 2000, 159).","(Shaw 2000) Shaw, Ian. 2000. “Chronology.” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 480–89. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/48FRNB9P $ (Morby and Rozier 2014) Morby, John E., and Charlie Rozier. 2014. Dynasties of the World. 2nd ed., online edition. Oxford: Oxford University Press. DOI: 10.1093/acref/9780191780073.001.0001. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/3C5IVS6E $ (Clayton 1994, 90-91) Clayton, Peter A. 1994. Chronicle of the Pharaohs: The Reign-by-Reign Record of the Rulers and Dynasties of Ancient Egypt. London: Thames and Hudson. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/N9DP44W9 $ (Callender 2000, 159) Callender, Gae. 2000. “The Middle Kingdom Renaissance (2055-1650 BC).” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 148–83. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/N5PCARXM.",
Upper Egypt,Pharaonic_Egypt,Middle Kingdom,EgMidKg,Iykhernefert Neferhotep / Sankhtawy-sekhemra,Ameny-intef-amenemhat / Sankhibra,U*,1,U*,U*,U*,U*,U*,U*,U*,U*,A,U*,,"The chronology of the Thirteenth Dynasty is 'hard to ascertain' due to paucity of evidence (Clayton 1994, 91), and we know little about these rulers. We have Shaw's (2000) chronology of the order of names which does not have concrete dates. The rules of succession are not understood: 'the new dynasty was made up of different lineages, and the question of how the king might have been chosen is unresolved' (Callender 2000, 159). A stele left by Iykhernefert Neferhotep, describes him as the defeater of rebels (Bourriau 2000, 191). It is not clear from the sources I am using exactly who these rebels were.","(Shaw 2000) Shaw, Ian. 2000. “Chronology.” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 480–89. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/48FRNB9P $ (Morby and Rozier 2014) Morby, John E., and Charlie Rozier. 2014. Dynasties of the World. 2nd ed., online edition. Oxford: Oxford University Press. DOI: 10.1093/acref/9780191780073.001.0001. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/3C5IVS6E $ (Clayton 1994, 90-91) Clayton, Peter A. 1994. Chronicle of the Pharaohs: The Reign-by-Reign Record of the Rulers and Dynasties of Ancient Egypt. London: Thames and Hudson. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/N9DP44W9 $ (Callender 2000, 159) Callender, Gae. 2000. “The Middle Kingdom Renaissance (2055-1650 BC).” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 148–83. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/N5PCARXM $ https://www.zotero.org/groups/seshat_databank/items/itemKey/N5PCARXM/q/callender $ (Bourriau 2000, 191) Bourriau, Janine. 2000. “The Second Intermediate Period (1650-1550 BC).” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 172–206. Oxford: Oxford University Press. https://books.google.ca/books?hl=en&lr=&id=-9ViUBNEVWkC&oi=fnd&pg=PA172&dq=The+Second+Intermediate+Period+(c.1650-1550+BC)&ots=pKiSTQ1yAj&sig=t3bHALzGVICc6SbP99rrcHzDpUc https://books.google.ca/books?hl=en&lr=&id=-9ViUBNEVWkC&oi=fnd&pg=PA172&dq=The+Second. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/A23VN8AF.",
Upper Egypt,Pharaonic_Egypt,Middle Kingdom,EgMidKg,Ameny-intef-amenemhat / Sankhibra,Hor / Awibra,P*,1,U*,U*,U*,U*,U*,U*,U*,U*,A,U*,,"The chronology of the Thirteenth Dynasty is 'hard to ascertain' due to paucity of evidence (Clayton 1994, 91), and we know little about these rulers. We have Shaw's (2000) chronology of the order of names which does not have concrete dates. The rules of succession are not understood: 'the new dynasty was made up of different lineages, and the question of how the king might have been chosen is unresolved' (Callender 2000, 159). Ryholt (1997, 339) has suggested that the next ruler, Hor, usurped the throne.","(Shaw 2000) Shaw, Ian. 2000. “Chronology.” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 480–89. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/48FRNB9P $ (Morby and Rozier 2014) Morby, John E., and Charlie Rozier. 2014. Dynasties of the World. 2nd ed., online edition. Oxford: Oxford University Press. DOI: 10.1093/acref/9780191780073.001.0001. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/3C5IVS6E $ (Clayton 1994, 90-91) Clayton, Peter A. 1994. Chronicle of the Pharaohs: The Reign-by-Reign Record of the Rulers and Dynasties of Ancient Egypt. London: Thames and Hudson. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/N9DP44W9 $ (Callender 2000, 159) Callender, Gae. 2000. “The Middle Kingdom Renaissance (2055-1650 BC).” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 148–83. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/N5PCARXM $ (Bourriau 2000, 191) Bourriau, Janine. 2000. “The Second Intermediate Period (1650-1550 BC).” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 172–206. Oxford: Oxford University Press. https://books.google.ca/books?hl=en&lr=&id=-9ViUBNEVWkC&oi=fnd&pg=PA172&dq=The+Second+Intermediate+Period+(c.1650-1550+BC)&ots=pKiSTQ1yAj&sig=t3bHALzGVICc6SbP99rrcHzDpUc https://books.google.ca/books?hl=en&lr=&id=-9ViUBNEVWkC&oi=fnd&pg=PA172&dq=The+Second. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/A23VN8AF $ (Ryholt 1997, 339) Ryholt, Kim. 1997. The Political Situation in Egypt during the Second Intermediate Period, 1800-1550 B.Copenhagen: Museum Tusculanum Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/FT6SAQBA.",
Upper Egypt,Pharaonic_Egypt,Middle Kingdom,EgMidKg,Hor / Awibra,Khendjer / Userkara,U*,1,U*,U*,U*,U*,U*,U*,U*,U*,A,U*,,"The chronology of the Thirteenth Dynasty is 'hard to ascertain' due to paucity of evidence (Clayton 1994, 91), and we know little about these rulers. I have followed Shaw's (2000) chronology in the order of names, and in not giving concrete dates. The rules of succession are not understood: 'the new dynasty was made up of different lineages, and the question of how the king might have been chosen is unresolved' (Callender 2000, 159). The tomb of King Hor is relatively poor and his reign was short (Clayton 1994, 91), and Ryholt (1997, 339) has suggested that he usurped the throne.","(Shaw 2000) Shaw, Ian. 2000. “Chronology.” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 480–89. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/48FRNB9P $ (Morby and Rozier 2014) Morby, John E., and Charlie Rozier. 2014. Dynasties of the World. 2nd ed., online edition. Oxford: Oxford University Press. DOI: 10.1093/acref/9780191780073.001.0001. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/3C5IVS6E $ (Clayton 1994, 90-91) Clayton, Peter A. 1994. Chronicle of the Pharaohs: The Reign-by-Reign Record of the Rulers and Dynasties of Ancient Egypt. London: Thames and Hudson. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/N9DP44W9 $ (Callender 2000, 159) Callender, Gae. 2000. “The Middle Kingdom Renaissance (2055-1650 BC).” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 148–83. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/N5PCARXM $ (Ryholt 1997, 339) Ryholt, Kim. 1997. The Political Situation in Egypt during the Second Intermediate Period, 1800-1550 B.Copenhagen: Museum Tusculanum Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/FT6SAQBA.",
Upper Egypt,Pharaonic_Egypt,Middle Kingdom,EgMidKg,Khendjer / Userkara,Sobekhotep III / Sekhemra-sewadjtawy,U*,1,U*,U*,U*,U*,U*,U*,U*,U*,A,U*,,"The chronology of the Thirteenth Dynasty is 'hard to ascertain' due to paucity of evidence (Clayton 1994, 91), and we know little about these rulers. We have Shaw's (2000) chronology of the order of names which does not have concrete dates. The rules of succession are not understood: 'the new dynasty was made up of different lineages, and the question of how the king might have been chosen is unresolved' (Callender 2000, 159).","(Shaw 2000) Shaw, Ian. 2000. “Chronology.” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 480–89. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/48FRNB9P $ (Morby and Rozier 2014) Morby, John E., and Charlie Rozier. 2014. Dynasties of the World. 2nd ed., online edition. Oxford: Oxford University Press. DOI: 10.1093/acref/9780191780073.001.0001. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/3C5IVS6E $ (Clayton 1994, 90-91) Clayton, Peter A. 1994. Chronicle of the Pharaohs: The Reign-by-Reign Record of the Rulers and Dynasties of Ancient Egypt. London: Thames and Hudson. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/N9DP44W9 $ (Callender 2000, 159) Callender, Gae. 2000. “The Middle Kingdom Renaissance (2055-1650 BC).” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 148–83. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/N5PCARXM.",
Upper Egypt,Pharaonic_Egypt,Middle Kingdom,EgMidKg,Sobekhotep III / Sekhemra-sewadjtawy,Neferhotep I / Khasekhemra,A;P,1,U*,U*,A;P,U*,U*,U*,U*,U*,A,U*,,"(Next king Khasekhemra Neferhotep was 'evidently of non-royal stock' but appears to have been militarily powerful (Callender 2000, 160). This may suggest Sobekhotep III was overthrown - but we cannot assume this, as it’s possible he died without an heir or there was some succession crisis which Khasekhemra emerged from. Hence absent-present may be the most reasonable code. ) The chronology of the Thirteenth Dynasty is 'hard to ascertain' due to paucity of evidence (Clayton 1994, 91), and we know little about these rulers. We have Shaw's (2000) chronology of the order of names which does not have concrete dates. The rules of succession are not understood: 'the new dynasty was made up of different lineages, and the question of how the king might have been chosen is unresolved' (Callender 2000, 159). Sobekhotep Sekhemra-Khutawy is slightly more well known due to a papyrus dating to his reign that provides details on court hierarchies (Callender 2000, 160).","(Shaw 2000) Shaw, Ian. 2000. “Chronology.” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 480–89. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/48FRNB9P $ (Morby and Rozier 2014) Morby, John E., and Charlie Rozier. 2014. Dynasties of the World. 2nd ed., online edition. Oxford: Oxford University Press. DOI: 10.1093/acref/9780191780073.001.0001. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/3C5IVS6E $ (Clayton 1994, 90-91) Clayton, Peter A. 1994. Chronicle of the Pharaohs: The Reign-by-Reign Record of the Rulers and Dynasties of Ancient Egypt. London: Thames and Hudson. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/N9DP44W9 $ (Callender 2000, 159) Callender, Gae. 2000. “The Middle Kingdom Renaissance (2055-1650 BC).” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 148–83. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/N5PCARXM.",
Upper Egypt,Pharaonic_Egypt,Middle Kingdom,EgMidKg,Neferhotep I / Khasekhemra,Sahathor,U*,1,U*,U*,U*,U*,U*,U*,U*,U*,A,U*,,"His power was challenged by 'local rulers governing independently at Xois and Avaris in the Delta' (Callender 2000, 160).","(Shaw 2000) Shaw, Ian. 2000. “Chronology.” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 480–89. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/48FRNB9P $ (Morby and Rozier 2014) Morby, John E., and Charlie Rozier. 2014. Dynasties of the World. 2nd ed., online edition. Oxford: Oxford University Press. DOI: 10.1093/acref/9780191780073.001.0001. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/3C5IVS6E $ (Clayton 1994, 90-91) Clayton, Peter A. 1994. Chronicle of the Pharaohs: The Reign-by-Reign Record of the Rulers and Dynasties of Ancient Egypt. London: Thames and Hudson. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/N9DP44W9 $ (Callender 2000, 159-60) Callender, Gae. 2000. “The Middle Kingdom Renaissance (2055-1650 BC).” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 148–83. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/N5PCARXM.",
Upper Egypt,Pharaonic_Egypt,Middle Kingdom,EgMidKg,Sahathor,Sobekhotep IV / Khaneferra,U*,1,U*,U*,U*,U*,U*,U*,U*,U*,A,U*,,"The rules of succession are not understood: 'the new dynasty was made up of different lineages, and the question of how the king might have been chosen is unresolved' (Callender 2000, 159). According to Callender (2000, 160), Sahathor was the son of the preceding king, Neferhotep I. Like his predecessor, however, his power must have been challenged by the emerging independent rulers of the Fourteenth Dynasty in the eastern Delta (Callender 2000, 160; Clayton 1994, 92).","(Shaw 2000) Shaw, Ian. 2000. “Chronology.” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 480–89. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/48FRNB9P $ (Morby and Rozier 2014) Morby, John E., and Charlie Rozier. 2014. Dynasties of the World. 2nd ed., online edition. Oxford: Oxford University Press. DOI: 10.1093/acref/9780191780073.001.0001. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/3C5IVS6E $ (Clayton 1994, 90-91) Clayton, Peter A. 1994. Chronicle of the Pharaohs: The Reign-by-Reign Record of the Rulers and Dynasties of Ancient Egypt. London: Thames and Hudson. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/N9DP44W9 $ (Callender 2000, 159-60) Callender, Gae. 2000. “The Middle Kingdom Renaissance (2055-1650 BC).” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 148–83. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/N5PCARXM.",
Upper Egypt,Pharaonic_Egypt,Middle Kingdom,EgMidKg,Sobekhotep IV / Khaneferra,Sobekhotep V,U*,1,U*,U*,U*,U*,U*,U*,U*,U*,A,U*,,"The chronology of the Thirteenth Dynasty is 'hard to ascertain' due to paucity of evidence (Clayton 1994, 91), and we know little about these rulers. I have followed Shaw's (2000) chronology in the order of names, and in not giving concrete dates. The rules of succession are not understood: 'the new dynasty was made up of different lineages, and the question of how the king might have been chosen is unresolved' (Callender 2000, 159). Callender (2000, 160) suggests that Sobekhotep IV was the brother of his predecessor Sahathor. He was apparently a 'strong king' but faced rebellions in Nubia (Callender 2000, 160-61). Like his predecessors, his power must also have been challenged by the emerging independent rulers of the Fourteenth Dynasty in the eastern Delta (Callender 2000, 160; Clayton 1994, 92).","(Shaw 2000) Shaw, Ian. 2000. “Chronology.” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 480–89. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/48FRNB9P $ (Morby and Rozier 2014) Morby, John E., and Charlie Rozier. 2014. Dynasties of the World. 2nd ed., online edition. Oxford: Oxford University Press. DOI: 10.1093/acref/9780191780073.001.0001. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/3C5IVS6E $ (Clayton 1994, 90-92) Clayton, Peter A. 1994. Chronicle of the Pharaohs: The Reign-by-Reign Record of the Rulers and Dynasties of Ancient Egypt. London: Thames and Hudson. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/N9DP44W9 $ (Callender 2000, 159-60) Callender, Gae. 2000. “The Middle Kingdom Renaissance (2055-1650 BC).” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 148–83. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/N5PCARXM.",
